text,Sentiment
"kapal ng face ni Chiz Escudero no? Hahahahahah with all the lavish lifestyle your wife’s showing, who’s gonna believe you? 🤣",Neutral
"@460436796410133 walang Post si MaRcoleta regardinG thiS..
Nagawa nila in Broad Daylight what more yung Kay Villanueva na sila lang ang nakaka alam sa Desisyon..
kaya dapaT i pressure ang mga iyan at ipublicize ang mga Dokumento/Proof nila at hayaan nila ang Publiko na I-scrutinize ang mga pruwba",Positive
"@567090567685432 @723741179118376 akbayan partylist has spoken out against corruption, eh ang kampo ng mga duterte? may paliwanag na ba sa mga anumalya na nangyari sa panahon ni digong? kung kailan nagstart na umusbong ang mga discaya?",Neutral
"@807608081485684 Nag maang- maang yan na walang alam. Ito brad sabi ni TUTA Sen LACSON 😁 
si ORLY GATUZA Kakasuhan daw 🤣hindi nila alam may hawak na ebidensya  para kay 🐊 Tonggresta Zaldy Co at 🐊 TAMBALOSLOS ROWALDAS. https://t.co/vqx9RgZaHT",Neutral
@108413343490611 We love you PBBM! Mabuhay po!!,Positive
WATCH: Mark Villar's uncle is a contractor who secured P390M flood control contracts https://t.co/lFkMQuoYUN,Neutral
This also makes Senator Marcoleta guilty of falsification of documents. i hope he gets charged.,Negative
"Independent Commission for Infrastructure (ICI), wala pang bagong petsa para sa pag-imbita kay dating House Speaker Martin Romualdez kaugnay ng imbestigasyon sa anomalya sa mga flood control project. | via @714496043021965 https://t.co/PoDzEdCH7C",Neutral
"Patuloy ang Department of Public Works and Highways (DPWH) sa pagsasaayos ng mga kalsadang sira o may lubak bilang paghahanda sa paparating na Undas.

https://t.co/vfrIqD2zCz",Neutral
"@220086054806635 @515433734353119 If to Dr Leachon is conclusive that  there is a failure of leadership, what then do you think is his alternative? PBBM to step down for Sara?",Negative
na para bang hindi nila yan trabaho 😭 malamang teh ikaw ba naman overworked gugustuhin mo bang maging underpaid? si bading para namang anak ni zaldy co umasta,Neutral
"Dating DPWH Sec. Bonoan, tumanggap umano ng 'memo' mula sa outsider habang ito ay nasa pwesto pa noon ayon kay SP Pro Tempore Lacson | via ANNE CORTEZ https://t.co/RnvKQYsSQh",Neutral
@807608081485684 malamang alam nila Brad ayaw nilang kumanta si 🐊 Tonggresta Zaldy Co 🤣,Neutral
"and DPWH La Union First District Engineering Office OIC District Engineer Sherylann Gonzales.

#BuildingGreatCities
#OneBCDA",Positive
Ano ang problema kung pumunta sa opisina Sen. MARCOLETA? 🤨 https://t.co/wqdAEk0NEQ,Neutral
"“NI ISANG PISO, WALANG DUMADAAN SA AFP"" | The AFP Chief of Staff General Romeo S Brawner Jr firmly clarified that the Armed Forces has no 'ghost projects' and manages no project funds. He explained that the TIKAS Program (Tatag ng Imprastraktura para sa Kapayapaan at Seguridad) is a joint initiative between the DND and DPWH, where the AFP only identifies the needed projects, while DPWH handles the planning, budgeting, and implementation.

Related posts: 
On False Claims of ₱15-Billion ‘Ghost Projects’ - https://t.co/guFtR45CY2
AFP Statement on baseless claims of “military ghost projects” - https://t.co/eGnqsWPfHz
Disinformation Alert On False Claims of ₱15-Billion ‘Ghost Projects’ - https://t.co/cOoUR7ki3v

Video by: DZRH

#AFPyoucanTRUST
#OneAFPOnePhilippines
#StrongAFPStrongPhilippines
#OurSeasOurRightsOurFuture",Negative
"NEW VIBES BY THE BAY. 
#BCDA, Poro Point Management Corporation  (PPMC), and the Department of Public Works and Highways (DPWH), signed a memorandum of agreement to build a new multi-purpose facility at the Poro Point Freeport Zone. https://t.co/oYsL1xMyQJ",Neutral
"🇵🇭 #PBBGoodNews

IMF 2025 forecast tayo ang 3rd Fastest-Growing Economy in Asia 5.4%, kasunod ng India at Vietnam

Patunay na patuloy ang lakas ng ekonomiya sa ilalim ni #PBBM sa Agri, Enerhiya, at Imprastruktura.

#BagongPilipinas 

@697216793328325 @162890457363599 @901946442613399 ElizaX https://t.co/w1xUYel7OU",Neutral
"Ayon sa Senate Secretariat, hinihintay na lamang ang mga Statement of Assets, Liabilities and Net Worth (SALN) ng mga sumusunod na senador:

Sen. Imee Marcos;
Sen. Alan Peter Cayetano;
Sen. Ronald ‘Bato’ Dela Rosa;
Sen. Jinggoy Estrada;
Sen. Christopher Lawrence ‘Bong’ Go;
Sen. Rodante Marcoleta;
Sen. Camille Villar; at
Sen. Mark Villar.
Samantala, 16 na senador na ang naglabas ng kanilang SALN na pinangunahan nina Senators Risa Hontiveros at Robinhood Padilla.
#PilipinasToday
#SALN
#SenatePH",Positive
@509428916202013 Ang tunay na tanim witness. Hayop ka talaga marcoleta. Haha,Positive
"I won't be surprised if both Marcoleta &amp; Defensor throw Guteza under the bus. 

They should also be held accountable along with their puppet.",Neutral
@220086054806635 @515433734353119 Was Dr. Leachon shouting the same shouts he is shouting now against PBBM during the reign of Rodrigo Roa Duterte?,Neutral
"The Independent Commission for Infrastructure (ICI) on Tuesday said it has subpoenaed missing former Ako Bicol Party-list Rep. Elizaldy ""Zaldy"" Co to appear before the body.

In a message to reporters, ICI Executive Director Brian Keith Hosaka said the subpoena was sent to Co’s “last known address in Pasig and Bicol.”https://t.co/WUXqSd9NO7",Neutral
"“The Philippines is honored to take on the responsibility of leading ASEAN from 2026,” saad ni PBBM.

#PTVDigitalMedia #BagongPilipinas #IntegratedStateMedia #ISM",Neutral
@664138562411848 Press release to disbar the judge 🤣😂which is Marcoleta’s favorite word.,Positive
"Sen. Ping Lacson flagged the P50 billion transferred from unprogrammed appropriations to the DPWH for infrastructure programs—with a whopping P30 billion for flood control projects alone.

https://t.co/fxLoIcsjdf",Neutral
@795472664909263 @655238675550757 Marcoleta may pakana ng fake affidavit. Dapat kasuhan din ang chakang yan.,Negative
@690498777713228 @589029215591253 cno b may hawak ng pnp at nbi? cno b target ng confession nya. wg n tau mgtangatangahan p dito. susme bilyong2x piso n ang ninanakaw satin. my isa n nagtuturo n cla tamba at zaldy co at mrami din ngsabi n ibng witness n cla. yet un c guteza ang ipipin down jan. pra san b kau tlg?,Negative
"Yan n nga  cnsabi ko,kung bkit mas alam p ni Marcoleta ang laman at pagkkasunod ng binabasa ni Guteza.Taz pinayuhan p kung anung nkasaad sa affidavit Yun lng bbanggitin.After mgsalita  nwwala n c Guteza?ayaw nya ng proteksyon kc tkot mgtanong  DOJ? Kc mabbuko ang kcnungalingan?",Neutral
"Sa kapal ng mukha at apog ni Senator Chiz Escudero, pinapalabas niya sa declared SALN niya na siya ang poorest Senator and poorer than good governance Senators Risa Hontiveros and Kiko Pangilinan.

Sa tingin ba niya, pinanganak tayo kahapon?

With all the lavish and luxury lifestyle that Chiz Escudero lives for and all the luxury brands he has gifted to Heart Evangelista, sya pa ang poorest Senator?!

Sabi ni USec. Bernardo, humingi daw si Chiz at binigyan ni USec. ng ₱160 Million in kickbacks.

Aantayin na lang namin masampa ni Ombudsman ang kaso mo, Chiz Whiz.

Iba ang mahirap sa PAHIRAP! 👊

#Accountability
#FloodControlProjects",Positive
"Ibinunyag ni Senate Pro Tempore Panfilo Lacson na napatunayang peke ang pirma ng abogadong umano’y nag-notaryo sa affidavit ni Orly Guteza na isinumite sa Senate Blue Ribbon Committee.

Basahin: https://t.co/U16ryghte7

#DWAR1494 https://t.co/7lVG3rs5H8",Neutral
"Hinangaan ng publiko si Pasig City Mayor Vico Sotto matapos mapansin na mas pinili niyang isuot ang parehong sapatos na ipinamimigay ng lungsod sa mga estudyante, sa halip na mga mamahaling branded shoes na karaniwang gamit ng ibang opisyal.

BASAHIN: https://t.co/k2ZpkY6hhY https://t.co/xrFLvyoJMk",Neutral
"Inihayag ni Senate President Pro Tempore Panfilo ‘Ping’ Lacson ngayong Martes, Oktubre 28, na “talagang naabuso” ang unprogrammed appropriations dahil kung saan na lamang umano ito inilagay.

“Sa 2024, nakita ko ang dokumento, ang hinugot nila from unprogrammed appropriations, pumapalo ng P50 billion at P30 billion ang nakalagak sa flood control projects,” aniya.

“Ibig sabihin nawili sila sa flood control projects na ‘di tumatama sa master plan…talagang naabuso,” dagdag ni Lacson.

#PilipinasToday
#PingLacson
#SenatePH
#DPWH
#FloodControlScam
#UnprogrammedAppropriations",Neutral
@535247356671799 Bahasa Flood Control  Sir. 🤣🤣🤣,Neutral
"@819682030201297 di ba, nile level na nga kay Vico sotto yung topak na yun",Neutral
"FLOOD CONTROL PROJECTS SA BRGY PAGATPAT, CDO, PINUNA NG KAPITAN

Nanawagan si Barangay Pagatpat, Cagayan de Oro City, Gogoy Babaran sa Department of Public Works and Highways (DPWH) at sa kontraktor ng proyekto na agarang ayusin ang flood control structure sa Zone 2 ng nasabing barangay.

Sa ibinahaging facebook live ng kapitan, makikitang walang maayos na pagkakabit ng semento, bato, at lupa sa naturang estruktura, dahilan upang mabakbak ang bahagi ng proyekto.

Bilang pag-iingat, pinayuhan ng kapitan ang publiko na iwasan muna ang pag-jogging o paglalakad sa paligid ng proyekto upang makaiwas sa posibleng aksidente.

Courtesy: Kap Gogoy Babaran/Facebook Live

#PilipinasToday
#CagayanDeOro
#CDO
#MisamisOriental
#FloodControl
#Mindanao",Neutral
"@851615430849694 And I agree with you. Plus nepo baby pa yung may ganang mag angas 🙄🤢 but Koreans do not need anything to amplify their nasty behaviours. For example, they get a good Filipino worker/neighbours, they will still find a way to make fun of them.",Neutral
"Muling nagpadala ng subpoena ang Independent Commission for Infrastructure kay resigned congressman Zaldy Co para sa pagdinig sa November 11 hanggang 12. #BrigadaNews

BUONG DETALYE: https://t.co/t1b7rHGi0X https://t.co/WeCZPz3QQt",Neutral
"Pinabulaanan ng Bureau of Customs (BOC) ang balitang kumakalat kaugnay sa nasabat na Rolls-Royce ng pamilya Discaya. Ayon sa ahensya, peke ang balita na ginagamit umano sa Metro Manila ang nasabing sasakyan. 

https://t.co/kmjHPlEpdV",Neutral
same message for @272211934715243 . special mention @391396624883130 @106896297458694 @453051177733422 @148313878471939 #JinggoyEstrada #BatodelaRosa,Positive
"Legarda: Review, reallocate savings from questionable DPWH projects to education https://t.co/k1QXJmYSjv",Negative
"Former Ako Bicol Party-list Rep. Zaldy Co received another summons from the ICI, while Department of Public Works and Highways undersecretary Roberto Bernardo is expected to appear at the scheduled November 12 hearing of the ICI.

https://t.co/JTNWHEkrTr",Neutral
"The Independent Commission for Infrastructure (ICI) has summoned former Ako Bicol Party-list Rep. Zaldy Co anew, ordering him to appear next month in its inquiry into anomalous flood control deals.
https://t.co/63KizXz09M",Neutral
"Puro katangahan mga naiisip, huwag niyo pakealaman mga private establishments sa parking fee, ayusin niyo yang sa flood control. Nakakairita jusko!!! Ang isulong niyo bawal bumili ng sasakyan kapag walang parking at lisensiya!!!!! 🫩🫩🙄🙄🙄

Nakaka stress maging Pinoy!!! https://t.co/6DA2OjVije",Neutral
"ASA NA KARON SI GUTEZA?

#News5Bisaya | Dili na makit-an sa iyang rehistradong address ang testigo sa flood control scandal nga si Orly Guteza.

Matod ni Sen. Ping Lacson, gipadalhan na siya og subpoena apan wala sa lugar, busa ipadala una kini sa opisina ni Sen. Rodante Marcoleta nga nagpresenta kaniya isip testigo.

Gibutyag ni Lacson nga peke ang pirma sa abogado sa notaryo sa iyang salaysay, hinungdan nga mahimong kwestyonable ang iyang kredibilidad. | via Liway Abas",Neutral
@712089324536253 Awa nalang. Mas mukha pang trentahin yung bf ng nepo baby na corrupt kesa kay Minho e,Negative
"The floods are not just from rain—galing ‘yan sa ninakaw na budget. Billions for “flood control” pero bayan pa rin ang lumulubog.
Hindi tubig ang sumasampa sa bahay natin—kundi kawalan ng pananagutan.
#FloodOfCorruption #NasaanAngPondo https://t.co/wIw4WgSNON",Neutral
"Itinanggi ng Bureau of Customs ang kumakalat na balitang ginagamit umano sa Metro Manila ang Rolls-Royce na nasabat mula sa pamilya Discaya.

Ayon sa BOC, nasa kustodiya pa rin ng ahensya ang naturang sasakyan kasama ng iba pang luxury cars ng pamilya, at mahigpit itong binabantayan ng Customs Police sa ligtas na pasilidad. #BrigadaNews

BUONG DETALYE: https://t.co/jFGj8m8eA7",Neutral
"grab driver: ang liit ng kalsada

OKAY ANO GUSTO MO GAWIN KO DI NAMAN AKO ANAK NG DPWH 😭😭😭",Positive
@847481518797319 Oist pinaparinggan si Bong Go at Zaldy Co mga favorite ni Duterte hahaha,Positive
"PBBM will focus on boosting the Philippine economy at the upcoming Asia-Pacific Economic Cooperation (APEC) Leaders’ Meeting in South Korea.

https://t.co/vyEJPaDpmY",Positive
"According to Lacson, the handwritten notes appeared to come from people outside the agency but still managed to reach Bonoan’s office, recommending specific projects for endorsement.

READ: https://t.co/d5FKgqqIlX https://t.co/u4tbVuVTgB",Neutral
"Zaldy Co, inisyuhan ulit ng subpoena ng ICI; aaksyunan kapag ‘di pa rin sumipot!  @271091238095480  https://t.co/lPMmIRJJfu",Neutral
"Idineklara ni Senador Jinggoy Estrada ang kabuuang net worth na P221,218,595.15 sa kanyang Statement of Assets, Liabilities, and Net Worth (SALN).

https://t.co/DNt07qqFSB",Positive
@589029215591253 Php 221-M plus pala ang Net Worth ni Sen. Jinggoy Estrada... daming pera!! 🙂 #SanaAll,Positive
"92 days na, pero si zaldy co at romualdez..free as a bird..pero un nagbabatikos sa kanila, sa current admin..either pinapakulong, tinatanggal sa congress, o sinasampahan ng kaso!! 
#floodcontrolprojects
#top3kurapPinas
#worstEconSoFar
#mostCorruptAdmin https://t.co/2dZpjlcUET",Neutral
"ICI, nag-isyu ng panibagong subpoena laban kay Zaldy Co https://t.co/qvmOXtVsGY",Neutral
"The most flawed troll logic: you can’t criticize PBBM just because PRRD did the same, or worse.",Neutral
"""Despite widespread clamor from the people of Panay and across the Philippines, the House of Representatives approved the P6.793-trillion 2026 national budget, becoming a rubber stamp for presidential pork barrel items totaling P281 billion.""

https://t.co/5V8aiLLUfQ",Positive
"A business group has warned that the alleged corruption in flood control projects have created a crisis of trust in the government.

READ: https://t.co/Ml2ObXfdnN https://t.co/vAfv0gYueN",Neutral
Akala ba ni Chiz Escudero eh maloloko n’ya tayo??? https://t.co/yZ8d12hTze,Neutral
"@956972882292622 @608139117741517 The unfinished bridge is not part of the PRUDP (Esplanade), it is also not a city of manila initiative, but a project of the duterte-era DPWH https://t.co/sHZCE2EXbi",Neutral
"ESCUDERO REVEALED AS 'POOREST' SENATOR IN 2024 SALN; LISTS SISTER, UNCLE, AND COUSIN IN PUBLIC SERVICE

Sen. Chiz Escudero, who declared a net worth of ₱18.84 million in his 2024 Statement of Assets, Liabilities, and Net Worth (SALN), identified three relatives currently serving in government.

His sister, Rep. Marie Bernadette C. Escudero, represents the 1st District of Sorsogon in the House of Representatives; his paternal uncle, Ramon Escudero, serves as councilor in Casiguran, Sorsogon; and his paternal cousin, Kruniamar Antonio Escudero II, is the vice governor of Sorsogon province.

Escudero's declared assets include several residential and agricultural properties, vintage cars, jewelry, and marketable securities. The senator reported no liabilities in his latest filing, making him the 'poorest' among 17 of the 24 senators who have so far released their SALNs for 2024.",Positive
"@14383432637325 Of course, hindi nila gagawin yan kasi takot na takot sila na halungkatin at imbestigahn ni Sen. Marcoleta si Atty. Espera. 😱😂 Wag kayong mainip, lalabas din ang katotohanan. 😂",Neutral
"ICI ISSUES NEW SUBPOENA FOR ZALDY CO 

The Independent Commission for Infrastructure has issued a new subpoena to ex-Ako Bicol Party-list Rep. Zaldy Co amid the ongoing probe into the alleged corruption in flood control projects. 

READ: https://t.co/lgZEq3oftS https://t.co/0YrxhhHXSY",Neutral
"ZALDY CO SUMMONED BY ICI

After being ignored the first time, the Independent Commission for Infrastructure (ICI) has called in once again, through a subpoena order, former Bicol Ako Rep. Elizaldy “Zaldy” Co as it continues to look into the massive corruption in government infrastructure projects.

READ MORE: https://t.co/W9xIAh9Lgh",Positive
"@403780272519270 @619938740788026 Kinakabahan na mga Cayetano, Villar, Go, Marcoleta, Bato, Estrada, Marcos ahahahaha for sure dinoktor na mga SALN nyan... God bless the Philippines...",Positive
@509428916202013 Si Marcoleta pa galit nyan. 😂,Neutral
@403780272519270 @619938740788026 Sen Risa Hontiveros being richer than Chiz Escudero is a propaganda I will not fall for,Neutral
"Trade Union Congress of the Philippines (TUCP), dismayado sa umano'y mabagal na pagpapanagot at pagsasampa ng kaso laban sa mga pulitiko at iba pang personalidad na sangkot sa maanomalyang flood control projects | @550890310724578 Val Gonzales, DZRH News https://t.co/pOSHqqdEcF",Neutral
"Tinanggihan ng Ombudsman ang hiling ng mag-asawang Curlee at Sarah Discaya na maging state witness sa flood control scam matapos nilang sabihing hindi na sila makikipagtulungan sa imbestigasyon ng gobyerno.
https://t.co/to5gcEZ60o",Neutral
Bwahahaha Marcoleta and Defensor,Neutral
"Dating Speaker Romualdez at Zaldy Co iimbitahan na sa pagdinig ng Senate Blue Ribbon Committee

#Balansyado",Neutral
"@617268793518215 Pagnakasuhan at napakulong mo si Zaldy Co at Martin Romualdez that's the time na babalik Ang tiwala Ng mamamayang Pilipino Sayo.Ang tanong kaya mo ba???,at baka sakaling manalo kna sa pagka mayor Ng Caloocan sa susunod na eleksyon kung magagawa mo Silang mapanagot sa batas.",Neutral
"Naggalit pa si Sen. Marcoleta kay Atty. Espera at sinabi pang ipapatawag daw nya ito sa hearing
Now: RTC Judge declares Atty. Espera cleared from any liability - that means si Guteza ang nagsisinungaling with his fake-notarized affidavit.

Dapat panagutin ng Senado! https://t.co/QeMAZkzkFC",Neutral
"Senator Jinggoy Estrada has declared a total net worth of P221,218,595.15 in his Statement of Assets, Liabilities, and Net Worth (SALN), reflecting a combination of real and personal properties valued at more than P252 million.

https://t.co/4pliM2BQF2",Positive
"@714496043021965 DETALYE: Tatlo pang senador, isinapubliko na rin ang kani-kanilang Statement of Assets, Liabilities, and Net Worth (SALN).

· Sen. Mark Villar
· Sen. Camille Villar
· Sen. Jinggoy Estrada

 | via @714496043021965 https://t.co/7Y1m2uQRWv",Positive
So Former SP Chiz Escudero is a few hundred thousand Pesos ‘poorer’ rhan Sen Risa ? Hmmm,Neutral
"@124385445914895 ITATAAS KASI NAUBUSAN NA SILA NG NANAKAWIN. KUPANG NA ANG PONDO NAUBOS NA NINAKAW NI ROMULADEZ AT ZALDY CO AT BBM.
MGA WALANG HIYA!",Neutral
"‘TRIP NINYO LANG?’

Ito ang naging patutsada ni Cavite 4th District Rep. Kiko Barzaga sa naging pahayag ni Quezon City 1st District Rep. Arjo Atayde na wala umanong ghost project sa kanyang distrito.

#eBulgar
#BosesNgPinoy
#MataNgBayan https://t.co/9VTgPg8CF6",Neutral
"So it is proven that Orly fake the Notarize signature of Atty. Petchie, Marcoleta fabricated the Statement.

Baka pwede naman mapanagot, makasuhan at kung pwede tanggalin na ang wig ni Marcoleta?

#floodcontrol #senateph",Negative
"Sinuportahan naman ng senador ang reporma ni DPWH Secretary Vince Dizon at polisiya ni Sen. Sherwin Gatchalian na huwag pondohan ang proyektong walang ""approved plan.""

3/4",Neutral
"Ibinunyag ni Senate President Pro Tempore Ping Lacson na P50 bilyon mula sa unprogrammed funds ng 2024 national budget ang inilaan ng DPWH para sa mga proyektong imprastraktura, kung saan P30 bilyon ay ginamit sa flood control projects. | via Jaybee Santiago, IBC News

1/4 https://t.co/wGCF0u2teZ",Neutral
PBBM’s ₱1.5B flagship dam in Palawan draws scrutiny for reported structural damage https://t.co/MX13j1DkqJ via @151074247626004 NEWS,Neutral
@628728392715408 goosebumps yung video presentation pinakita na founding member ang philippines with fem sr then 50 years later philippines ang chair ng asean 2026 with pbbm as the president 😳,Neutral
Engr. Valle: The implementing agency ay ang DPWH... Metro Manila District Engineering Office...,Neutral
"Pinabulaanan ng Bureau of Customs (BOC) ang kumakalat na maling impormasyon online na ang isang Rolls-Royce vehicle na nakumpiska mula sa pamilya Discaya ay nakitang ginagamit at ipinapasyal sa Metro Manila.

Basahin: https://t.co/gUvJr848KZ

#DWAR1494 https://t.co/x7KpUwOoN6",Neutral
"Inihayag ni Senate President Pro Tempore Panfilo “Ping” Lacson na napatunayang hindi umano pirma ni Atty. Petchie Rose Espera ang nasa notaryadong sinumpaang salaysay ng retired marine soldier na si Orly Guteza, sa pagdinig ng Senate Blue Ribbon Committee hinggil sa flood control scam.

Ito ay kaugnay sa pagtanggi ni Espera na ninotaryo niya ang sinumpaang salaysay ni Guteza: “I categorically deny notarizing, signing, or participating in the preparation of the said document.”

Gayunpaman, nilinaw ni Lacson na kikilalanin pa rin ng komite ang sinumpaang salaysay ni Guteza, “It doesn’t take away ‘yung validity ng kanyang sinumpaang salaysay. Magkaiba ‘yun eh.”

“So mananatiling valid ‘yun at kikilalanin ‘yun. Even sa paggawa namin ng committee report ay titingnan namin ‘yun na ang presumption doon ay katotohanan kasi sumumpa siya na pawang katotohanan ‘yun,” ani Lacson sa isang panayam sa Super Radyo dzBB ngayong Martes, Oktubre 28.

#PilipinasToday
#OrlyGuteda
#SwornAffidavit
#PingLacson",Positive
@325002683734926 and pbbm met with the japan PM too ⬇️,Neutral
Si Marcoleta ang totoong may tanim na witness.,Neutral
"LACSON: DPWH DIVERTED ₱50B IN UNPROGRAMMED FUNDS FOR INFRA PROJECTS IN 2024

Senate President Pro Tempore Ping Lacson revealed that the Department of Public Works and Highways (DPWH) diverted no less than ₱50 billion from unprogrammed appropriations in the 2024 national budget for various infrastructure projects — including ₱30 billion for flood control alone.

""Sa 2024, nakita ko ang dokumento, ang hinugot nila from unprogrammed appropriations, pumapalo ng P50B at P30B ang nakalagak sa flood control projects,"" Lacson said during an interview on DZBB. ""Ibig sabihin nawili sila sa flood control projects na di tumatama sa master plan.""

He said the appropriations were spread across several districts, enabling collusion between some lawmakers and DPWH officials.

""Talagang naabuso. Kasi nandiyan ang suki nila, suki ng mambabatas sa DPWH kaya tinambakan nila kaya naungusan ang education sector. Kaya sa 2025 tinodo nila, yan ang masama kasi nawili, kaya sumabog,"" he added.

Lacson welcomed the reforms being implemented by new DPWH Secretary Vince Dizon to align projects with the government's master plan, as well as the stance of Senate Finance Committee Chair Win Gatchalian not to fund projects outside it.

He also warned against the DPWH's alleged practice of substituting projects, saying it constitutes technical malversation.

""Pag nagpasa kami ng budget itemized yan... Pag iniba mo ang paglalagakan ng pondo, technical malversation yan, act pa lang, wala pang ninanakaw,"" he said.

On the proposed 2026 budget, Lacson said senators will move to delete around ₱42 billion in ""ayuda"" or social assistance funds lodged under unprogrammed appropriations, insisting that only foreign-assisted projects should remain under that category.

""Nagtira ang House sa unprogrammed appropriations ng ayuda. Ang naiwan doon P42 billion, tatanggalin namin yan,"" he said in an interview with One News. ""Ilagay natin sa regular budget.""

Lacson, who is known for his sharp scrutiny of the national budget, praised Gatchalian's handling of the Senate budget hearings.

""Maganda ang kanyang pag-aaral. Scrutiny niya maraming nalabas na maanomalya, questionable, red flag. I take my hat off to him,"" Lacson said.",Neutral
@325002683734926 pbbm attended the asean-japan summit. what's the big deal with him not being in the photo op? 😂 https://t.co/VbK0Z00pKs,Neutral
"PBBM, PM ng Australia nagpulong sa pagpapalakas ng trade, defense sa ASEAN Summit https://t.co/HCLC8YeQVX via @827665784425014 Online",Neutral
"Miting kay Trump, Xi Jinping ‘di kasama sa iskedyul ni PBBM sa APEC Summit https://t.co/QlqrPQoNOk via @827665784425014 Online",Neutral
DPWH naglaan ng P50B unprogrammed funds sa 2024 infra projects https://t.co/w3GVQQX7H3 via @827665784425014 Online,Neutral
BOC: DISCAYA ROLLS ROYCE DI ‘GUMAGALA’ https://t.co/mpZI0u83Ak,Neutral
@509428916202013 Abangan ang palusot ni Marcoleta at Defensor Attorney,Neutral
"Idineklara ng Manila Regional Trial Court (RTC) Branch 18 na ang lagda ni Atty. Petchie Rose Espera na nakalagay sa sworn statement ni dating Philippine Marine soldier Orly Guteza na may petsang Setyembre 24, 2025 na isinumite sa Senate Blue Ribbon Committee, ay hindi sa abogado dahil pineke lamang ito.

Sa 11-pahinang dokumento kung saan nakasaad ang resulta ng forensic examination ng National Bureau of Investigation (NBI), sinabi ni Manila RTC Branch 18 Executive Judge Carolina Icasiano-Sison na kinumpirma ng mga imbestigador na ang lagda sa affidavit ni Guteza at ang kanyang actual signature ay hindi rin tumutugma.

""Laboratory comparative examination conducted on the specimens submitted using the stereoscopic microscope, Video Spectral Comparator (VSC4000), forensic image analyzer, magnifying hand lens, and photographic enlargements (comparison chart) reveals the existence of significant fundamental differences in handwriting characteristics and habits between the questioned and the standard specimen signatures PETCHIE ROSE G. ESPERA,"" nakasaad sa report ng NBI na isinumite sa korte.

Dahil dito, inirekomenda ni Sison ang paghahain ng kasong falsification laban kay Guteza at iba pang nasa likod ng pagprisinta ng kontrobersiyal na dokumento kung saan nakalagay ang pekeng lagda ni Espera at iba pang kuwestiyunableng impormasyon na nakasaad doon.

Si Guteza ay ang ""surprise witness"" na ipinakilala ni Sen. Rodante Marcoleta sa pagdinig ng Senate Blue Ribbon Committee noong Setyembre 25, 2025.

#PilipinasToday
#OrlyGuteza
#PetchieRoseEspera
#ManilaRTCBranch18
#FloodControlProbe",Positive
PBBM willing to release SALN https://t.co/vRLBfFzxT8,Positive
"Nakakita na sila ng dahilan. Mukhang maabswelto na naman si Martin Romualdez dahil dito.

Una, fake daw yung notary.
Pangalawa, falsified daw yung testimony.

Paanong falsified e yung tao mismo ang nag take ng oath sa Blue Ribbon?  Tanga lang?🖕 https://t.co/sFLAwUrDWp",Negative
"@509428916202013 discaya at guteza parehong may problema sa notaryo. sobrang dali magpa-notaryo, bakit may mga isyu ang mga yan?",Neutral
"Nagbigay na rin ng permiso sina Senators Mark Villar, Camille Villar at Jinggoy Estrada para isapubliko ang kanilang SALN.  | via @714496043021965",Neutral
"Muling nag-isyu ng subpoena ang Independent Commission for Infrastructure (ICI) laban kay dating Ako Bicol party-list Representative Zaldy Co kaugnay ng kanyang pagkakasangkot sa umano’y maanomalyang flood control projects.

BASAHIN:
https://t.co/qGC8wA0SML https://t.co/ZwFVp2COwA",Neutral
BOC: DISCAYA ROLLS ROYCE DI ‘GUMAGALA’ https://t.co/mpZI0u83Ak,Neutral
"Nagbigay na rin ng permiso sina Senators Mark Villar, Camille Villar at Jinggoy Estrada para isapubliko ang kanilang SALN. @430526661831933",Neutral
"Kumpiyansa ang Pilipinas na makakaakit pa rin si Pangulong Ferdinand Marcos Jr. ng mga dayuhang pamumuhunan sa South Korea kaugnay sa kanyang pagdalo sa Asia-Pacific Economic Cooperation (APEC) Leaders Meeting, sa kabila ng eskandalo ng katiwalian sa flood control scam.

BASAHIN:
https://t.co/uyBUtT9ORO",Positive
Paglabag sa protocol ng mga proyekto sa DPWH ibinulgar https://t.co/Qcas7gwtZ5,Neutral
"‘ANO NANGYARI?’

Mahigit isang buwan na mula nang ipinagutos ni Pangulong Ferdinand Marcos Jr. na ibalik sa PhilHealth ang P60 bilyong pondo, hindi pa rin umano ito naibabalik hanggang sa ngayon.

BASAHIN:
https://t.co/Y81B7sObKF https://t.co/6X6omlAb40",Neutral
"ICYMI: Shameless ‘godfather’ of ghost projects: Batangas luxe enclave up in arms over ‘cong-tractor’s’ new mega-mansion built on taxpayers’ money

https://t.co/sDLdwPtLLF",Positive
"UPDATE: 19/24 Senators make their SALN's public. Only Senators Alan Peter Cayetano, Ronald dela Rosa, Bong Go, Imee Marcos and Rodante Marcoleta have yet to make their wealth declarations public. https://t.co/nqRzfKFAXc",Neutral
LAHAT NG KOTSE NYA VINTAGE???? LIKE 1995 Yung recent???? ANONG KALOKOHAN YAN CHIZ ESCUDERO?????????,Neutral
"@509428916202013 Parang yung buhok lang ni Marcoleta.
Lols!",Neutral
